State,TargetDate,MostBoughtSize,Count
MIZORAM,05-27-22,M,2
MIZORAM,05-31-22,3XL,4
MIZORAM,06-01-22,3XL,4
MIZORAM,06-02-22,3XL,4
MIZORAM,06-03-22,3XL,4
MIZORAM,06-04-22,3XL,4
MIZORAM,06-05-22,3XL,4
MIZORAM,06-06-22,3XL,4
MIZORAM,06-07-22,M,1
MIZORAM,06-08-22,M,1
MIZORAM,06-09-22,M,1
MIZORAM,06-10-22,XL,1
MIZORAM,06-11-22,L,2
MIZORAM,06-12-22,L,2
MIZORAM,06-13-22,XXL,2
MIZORAM,06-14-22,XXL,2
MIZORAM,06-15-22,XXL,3
MIZORAM,06-16-22,XXL,3
MIZORAM,06-17-22,XXL,2
MIZORAM,06-18-22,S,1
MIZORAM,06-19-22,S,1
MIZORAM,06-20-22,S,1
MIZORAM,06-21-22,S,1
MIZORAM,06-22-22,M,1
MIZORAM,06-23-22,M,1
MIZORAM,06-24-22,XXL,2
MIZORAM,06-25-22,XXL,3
MIZORAM,06-26-22,XXL,3
MIZORAM,06-27-22,XXL,3
MIZORAM,06-28-22,XXL,3
MIZORAM,06-29-22,XXL,3
MIZORAM,06-30-22,XXL,3
MIZORAM,07-01-22,M,1
MIZORAM,07-02-22,M,1
NAGALAND,04-02-22,S,1
NAGALAND,04-03-22,S,1
NAGALAND,04-04-22,S,2
NAGALAND,04-05-22,S,3
NAGALAND,04-06-22,S,3
NAGALAND,04-07-22,S,3
NAGALAND,04-08-22,S,3
NAGALAND,04-09-22,L,4
NAGALAND,04-10-22,S,3
NAGALAND,04-11-22,L,4
NAGALAND,04-12-22,L,3
NAGALAND,04-13-22,L,3
NAGALAND,04-14-22,L,3
NAGALAND,04-15-22,L,3
NAGALAND,04-16-22,L,3
NAGALAND,04-17-22,L,3
NAGALAND,04-18-22,XXL,2
NAGALAND,04-19-22,XXL,2
NAGALAND,04-20-22,XXL,2
NAGALAND,04-21-22,XXL,2
NAGALAND,04-22-22,XXL,2
NAGALAND,04-23-22,M,2
NAGALAND,04-24-22,M,2
NAGALAND,04-25-22,M,3
NAGALAND,04-26-22,M,2
NAGALAND,04-27-22,M,2
NAGALAND,04-28-22,M,2
NAGALAND,04-29-22,M,4
NAGALAND,04-30-22,M,3
NAGALAND,05-01-22,M,5
NAGALAND,05-02-22,M,4
NAGALAND,05-03-22,M,4
NAGALAND,05-04-22,M,4
NAGALAND,05-05-22,M,5
NAGALAND,05-06-22,S,3
NAGALAND,05-07-22,M,3
NAGALAND,05-08-22,XXL,5
NAGALAND,05-09-22,XXL,6
NAGALAND,05-10-22,XXL,7
NAGALAND,05-11-22,XXL,8
NAGALAND,05-12-22,XXL,8
NAGALAND,05-13-22,XXL,8
NAGALAND,05-14-22,XXL,8
NAGALAND,05-15-22,XXL,6
NAGALAND,05-16-22,XXL,5
NAGALAND,05-17-22,XXL,6
NAGALAND,05-18-22,L,6
NAGALAND,05-19-22,L,6
NAGALAND,05-20-22,L,6
NAGALAND,05-21-22,L,6
NAGALAND,05-22-22,L,5
NAGALAND,05-23-22,XL,5
NAGALAND,05-24-22,XL,2
NAGALAND,05-25-22,XL,2
NAGALAND,05-26-22,XL,2
NAGALAND,05-27-22,XL,2
NAGALAND,05-28-22,3XL,2
NAGALAND,05-29-22,3XL,2
NAGALAND,05-30-22,M,3
NAGALAND,05-31-22,M,3
NAGALAND,06-01-22,M,3
NAGALAND,06-02-22,M,3
NAGALAND,06-03-22,M,3
NAGALAND,06-04-22,M,2
NAGALAND,06-05-22,XL,3
NAGALAND,06-06-22,XL,4
NAGALAND,06-07-22,M,4
NAGALAND,06-08-22,M,3
NAGALAND,06-09-22,M,3
NAGALAND,06-10-22,M,3
NAGALAND,06-11-22,M,3
NAGALAND,06-12-22,M,3
NAGALAND,06-13-22,L,3
NAGALAND,06-14-22,XL,1
NAGALAND,06-15-22,XXL,3
NAGALAND,06-16-22,XL,3
NAGALAND,06-17-22,XXL,7
NAGALAND,06-18-22,XXL,8
NAGALAND,06-19-22,XXL,8
NAGALAND,06-20-22,XXL,9
NAGALAND,06-21-22,XXL,9
NAGALAND,06-22-22,XXL,8
NAGALAND,06-23-22,XXL,9
NAGALAND,06-24-22,XXL,7
NAGALAND,06-25-22,XXL,6
NAGALAND,06-26-22,XXL,6
NAGALAND,06-27-22,XXL,5
NAGALAND,06-28-22,XXL,4
NAGALAND,06-29-22,XXL,3
NAGALAND,06-30-22,XXL,2
NAGALAND,07-01-22,S,1
NAGALAND,07-02-22,3XL,1
NAGALAND,07-03-22,3XL,1
NAGALAND,07-04-22,3XL,1
NEW DELHI,04-03-22,L,1
NEW DELHI,04-04-22,XXL,2
NEW DELHI,04-05-22,XXL,2
NEW DELHI,04-06-22,XXL,3
NEW DELHI,04-07-22,L,4
NEW DELHI,04-08-22,L,4
NEW DELHI,04-09-22,XXL,4
NEW DELHI,04-10-22,XXL,4
NEW DELHI,04-11-22,L,3
NEW DELHI,04-12-22,L,3
NEW DELHI,04-13-22,XXL,1
NEW DELHI,04-14-22,XS,1
NEW DELHI,04-15-22,XL,1
NEW DELHI,04-16-22,XS,2
NEW DELHI,04-17-22,XL,2
NEW DELHI,04-18-22,XL,2
NEW DELHI,04-19-22,XL,3
NEW DELHI,04-20-22,XL,3
NEW DELHI,04-21-22,XL,3
NEW DELHI,04-22-22,M,2
NEW DELHI,04-23-22,M,2
NEW DELHI,04-24-22,M,2
NEW DELHI,04-25-22,M,3
NEW DELHI,04-26-22,M,4
NEW DELHI,04-27-22,M,4
NEW DELHI,04-28-22,M,4
NEW DELHI,04-29-22,M,3
NEW DELHI,04-30-22,M,3
NEW DELHI,05-01-22,M,3
NEW DELHI,05-02-22,XS,3
NEW DELHI,05-03-22,XS,2
NEW DELHI,05-04-22,S,3
NEW DELHI,05-05-22,S,3
NEW DELHI,05-06-22,S,3
NEW DELHI,05-07-22,S,3
NEW DELHI,05-08-22,S,3
NEW DELHI,05-09-22,S,3
NEW DELHI,05-10-22,S,3
NEW DELHI,05-11-22,3XL,2
NEW DELHI,05-12-22,3XL,1
NEW DELHI,05-13-22,3XL,1
NEW DELHI,05-14-22,L,1
NEW DELHI,05-15-22,L,2
NEW DELHI,05-16-22,S,1
NEW DELHI,05-17-22,S,2
NEW DELHI,05-18-22,S,3
NEW DELHI,05-19-22,S,3
NEW DELHI,05-20-22,S,3
NEW DELHI,05-21-22,S,4
NEW DELHI,05-22-22,S,4
NEW DELHI,05-23-22,S,3
NEW DELHI,05-24-22,M,3
NEW DELHI,05-25-22,M,3
NEW DELHI,05-26-22,M,3
NEW DELHI,05-27-22,M,4
NEW DELHI,05-28-22,XS,4
NEW DELHI,05-29-22,XS,4
NEW DELHI,05-30-22,XS,4
NEW DELHI,05-31-22,XS,4
NEW DELHI,06-01-22,3XL,2
NEW DELHI,06-02-22,3XL,2
NEW DELHI,06-03-22,L,3
NEW DELHI,06-04-22,L,3
NEW DELHI,06-05-22,L,3
NEW DELHI,06-06-22,L,3
NEW DELHI,06-07-22,L,3
NEW DELHI,06-08-22,L,3
NEW DELHI,06-09-22,L,3
NEW DELHI,06-10-22,3XL,2
NEW DELHI,06-11-22,3XL,2
NEW DELHI,06-12-22,3XL,2
NEW DELHI,06-13-22,XXL,2
NEW DELHI,06-14-22,XXL,2
NEW DELHI,06-15-22,XXL,2
NEW DELHI,06-16-22,XXL,2
NEW DELHI,06-17-22,XXL,2
NEW DELHI,06-18-22,XXL,2
NEW DELHI,06-19-22,L,1
NEW DELHI,06-20-22,L,1
NEW DELHI,06-21-22,3XL,1
NEW DELHI,06-22-22,3XL,1
NEW DELHI,06-23-22,3XL,1
NEW DELHI,06-24-22,3XL,1
NEW DELHI,06-25-22,3XL,1
NEW DELHI,06-26-22,3XL,1
NEW DELHI,06-27-22,3XL,1
NL,04-29-22,M,1
NL,04-30-22,M,1
NL,05-01-22,M,1
NL,05-02-22,M,1
NL,05-03-22,M,1
NL,05-04-22,M,1
NL,05-05-22,M,1
NL,06-27-22,M,1
NL,06-28-22,M,1
NL,06-29-22,M,1
NL,06-30-22,M,1
NL,07-01-22,M,1
NL,07-02-22,M,1
NL,07-03-22,M,1
ODISHA,04-01-22,XS,3
ODISHA,04-02-22,S,8
ODISHA,04-03-22,L,15
ODISHA,04-04-22,L,18
ODISHA,04-05-22,L,19
ODISHA,04-06-22,L,23
ODISHA,04-07-22,L,26
ODISHA,04-08-22,L,32
ODISHA,04-09-22,XL,31
ODISHA,04-10-22,XL,34
ODISHA,04-11-22,XL,28
ODISHA,04-12-22,L,36
ODISHA,04-13-22,L,36
ODISHA,04-14-22,L,40
ODISHA,04-15-22,L,37
ODISHA,04-16-22,L,37
ODISHA,04-17-22,L,32
ODISHA,04-18-22,L,34
ODISHA,04-19-22,S,33
ODISHA,04-20-22,S,30
ODISHA,04-21-22,S,31
ODISHA,04-22-22,M,33
ODISHA,04-23-22,S,33
ODISHA,04-24-22,M,36
ODISHA,04-25-22,M,35
ODISHA,04-26-22,M,42
ODISHA,04-27-22,M,44
ODISHA,04-28-22,M,42
ODISHA,04-29-22,M,36
ODISHA,04-30-22,M,35
ODISHA,05-01-22,M,34
ODISHA,05-02-22,M,31
ODISHA,05-03-22,XL,32
ODISHA,05-04-22,XL,34
ODISHA,05-05-22,XL,32
ODISHA,05-06-22,XL,31
ODISHA,05-07-22,M,34
ODISHA,05-08-22,M,32
ODISHA,05-09-22,M,32
ODISHA,05-10-22,L,30
ODISHA,05-11-22,L,30
ODISHA,05-12-22,L,27
ODISHA,05-13-22,S,23
ODISHA,05-14-22,XL,21
ODISHA,05-15-22,L,22
ODISHA,05-16-22,L,21
ODISHA,05-17-22,L,21
ODISHA,05-18-22,L,18
ODISHA,05-19-22,L,18
ODISHA,05-20-22,L,20
ODISHA,05-21-22,L,21
ODISHA,05-22-22,XL,20
ODISHA,05-23-22,XL,17
ODISHA,05-24-22,XL,18
ODISHA,05-25-22,XL,23
ODISHA,05-26-22,XL,23
ODISHA,05-27-22,XL,23
ODISHA,05-28-22,M,25
ODISHA,05-29-22,M,23
ODISHA,05-30-22,M,22
ODISHA,05-31-22,M,23
ODISHA,06-01-22,M,24
ODISHA,06-02-22,M,24
ODISHA,06-03-22,M,20
ODISHA,06-04-22,L,18
ODISHA,06-05-22,L,21
ODISHA,06-06-22,M,23
ODISHA,06-07-22,M,31
ODISHA,06-08-22,M,37
ODISHA,06-09-22,M,41
ODISHA,06-10-22,M,46
ODISHA,06-11-22,M,49
ODISHA,06-12-22,M,50
ODISHA,06-13-22,M,47
ODISHA,06-14-22,M,42
ODISHA,06-15-22,M,38
ODISHA,06-16-22,M,35
ODISHA,06-17-22,M,30
ODISHA,06-18-22,M,25
ODISHA,06-19-22,M,22
ODISHA,06-20-22,XXL,24
ODISHA,06-21-22,M,23
ODISHA,06-22-22,M,23
ODISHA,06-23-22,XXL,23
ODISHA,06-24-22,XL,25
ODISHA,06-25-22,XL,27
ODISHA,06-26-22,XL,27
ODISHA,06-27-22,XL,32
ODISHA,06-28-22,XL,31
ODISHA,06-29-22,XL,26
ODISHA,06-30-22,XL,26
ODISHA,07-01-22,XL,18
ODISHA,07-02-22,XL,16
ODISHA,07-03-22,XL,10
ODISHA,07-04-22,L,6
ODISHA,07-05-22,L,4
ODISHA,07-06-22,S,1
ORISSA,04-14-22,L,1
ORISSA,04-15-22,L,1
ORISSA,04-16-22,L,1
ORISSA,04-17-22,L,1
ORISSA,04-18-22,L,1
ORISSA,04-19-22,L,1
ORISSA,04-20-22,L,1
ORISSA,06-09-22,S,1
ORISSA,06-10-22,S,1
ORISSA,06-11-22,S,1
ORISSA,06-12-22,S,1
ORISSA,06-13-22,S,1
ORISSA,06-14-22,S,1
ORISSA,06-15-22,S,1
ORISSA,06-16-22,XXL,1
ORISSA,06-17-22,XXL,1
ORISSA,06-18-22,XXL,1
ORISSA,06-19-22,XXL,1
PB,04-07-22,3XL,1
PB,04-08-22,3XL,1
PB,04-09-22,3XL,1
PB,04-10-22,3XL,1
PB,04-11-22,3XL,1
PB,04-12-22,3XL,1
PB,04-13-22,3XL,1
PONDICHERRY,05-24-22,3XL,1
PONDICHERRY,05-25-22,3XL,1
PONDICHERRY,05-26-22,3XL,1
PONDICHERRY,05-27-22,3XL,1
PONDICHERRY,05-28-22,3XL,1
PONDICHERRY,05-29-22,3XL,1
PONDICHERRY,05-30-22,3XL,1
PUDUCHERRY,04-02-22,L,2
PUDUCHERRY,04-03-22,L,3
PUDUCHERRY,04-04-22,L,3
PUDUCHERRY,04-05-22,L,3
PUDUCHERRY,04-06-22,L,3
PUDUCHERRY,04-07-22,S,3
PUDUCHERRY,04-08-22,L,5
PUDUCHERRY,04-09-22,L,6
PUDUCHERRY,04-10-22,L,5
PUDUCHERRY,04-11-22,L,5
PUDUCHERRY,04-12-22,L,5
PUDUCHERRY,04-13-22,L,6
PUDUCHERRY,04-14-22,L,7
PUDUCHERRY,04-15-22,L,7
PUDUCHERRY,04-16-22,S,8
PUDUCHERRY,04-17-22,S,8
PUDUCHERRY,04-18-22,S,9
PUDUCHERRY,04-19-22,S,9
PUDUCHERRY,04-20-22,S,9
PUDUCHERRY,04-21-22,S,11
PUDUCHERRY,04-22-22,S,7
PUDUCHERRY,04-23-22,S,4
PUDUCHERRY,04-24-22,L,7
PUDUCHERRY,04-25-22,L,5
PUDUCHERRY,04-26-22,XL,5
PUDUCHERRY,04-27-22,XL,6
PUDUCHERRY,04-28-22,XXL,5
PUDUCHERRY,04-29-22,XL,8
PUDUCHERRY,04-30-22,XL,8
PUDUCHERRY,05-01-22,XXL,8
PUDUCHERRY,05-02-22,XL,9
PUDUCHERRY,05-03-22,XL,7
PUDUCHERRY,05-04-22,XL,8
PUDUCHERRY,05-05-22,XL,9
PUDUCHERRY,05-06-22,XL,6
PUDUCHERRY,05-07-22,XL,6
PUDUCHERRY,05-08-22,XL,6
PUDUCHERRY,05-09-22,S,5
PUDUCHERRY,05-10-22,S,4
PUDUCHERRY,05-11-22,S,5
PUDUCHERRY,05-12-22,XXL,6
PUDUCHERRY,05-13-22,S,6
PUDUCHERRY,05-14-22,S,8
PUDUCHERRY,05-15-22,S,7
PUDUCHERRY,05-16-22,S,7
PUDUCHERRY,05-17-22,S,8
PUDUCHERRY,05-18-22,S,7
PUDUCHERRY,05-19-22,S,7
PUDUCHERRY,05-20-22,S,6
PUDUCHERRY,05-21-22,M,5
PUDUCHERRY,05-22-22,M,5
PUDUCHERRY,05-23-22,M,6
PUDUCHERRY,05-24-22,M,7
PUDUCHERRY,05-25-22,M,7
PUDUCHERRY,05-26-22,M,6
PUDUCHERRY,05-27-22,L,6
PUDUCHERRY,05-28-22,M,4
PUDUCHERRY,05-29-22,M,4
PUDUCHERRY,05-30-22,M,3
PUDUCHERRY,05-31-22,XL,3
PUDUCHERRY,06-01-22,M,2
PUDUCHERRY,06-02-22,XXL,3
PUDUCHERRY,06-03-22,M,4
PUDUCHERRY,06-04-22,M,5
PUDUCHERRY,06-05-22,M,7
PUDUCHERRY,06-06-22,M,7
PUDUCHERRY,06-07-22,M,8
PUDUCHERRY,06-08-22,M,8
PUDUCHERRY,06-09-22,M,9
PUDUCHERRY,06-10-22,XL,7
PUDUCHERRY,06-11-22,XL,6
PUDUCHERRY,06-12-22,XL,5
PUDUCHERRY,06-13-22,XL,7
PUDUCHERRY,06-14-22,XL,7
PUDUCHERRY,06-15-22,XL,8
PUDUCHERRY,06-16-22,L,6
PUDUCHERRY,06-17-22,M,9
PUDUCHERRY,06-18-22,M,9
PUDUCHERRY,06-19-22,L,8
PUDUCHERRY,06-20-22,L,7
PUDUCHERRY,06-21-22,M,6
PUDUCHERRY,06-22-22,M,6
PUDUCHERRY,06-23-22,3XL,5
PUDUCHERRY,06-24-22,3XL,4
PUDUCHERRY,06-25-22,XL,4
PUDUCHERRY,06-26-22,L,3
PUDUCHERRY,06-27-22,XL,2
PUDUCHERRY,06-28-22,XL,2
PUDUCHERRY,06-29-22,XL,3
PUDUCHERRY,06-30-22,XL,3
PUDUCHERRY,07-01-22,XL,3
PUDUCHERRY,07-02-22,XL,3
PUDUCHERRY,07-03-22,XL,3
PUDUCHERRY,07-04-22,XL,2
PUDUCHERRY,07-05-22,XL,2
PUDUCHERRY,07-06-22,M,1
PUNJAB/MOHALI/ZIRAKPUR,04-26-22,L,1
PUNJAB/MOHALI/ZIRAKPUR,04-27-22,L,1
PUNJAB/MOHALI/ZIRAKPUR,04-28-22,L,1
PUNJAB/MOHALI/ZIRAKPUR,04-29-22,L,1
PUNJAB/MOHALI/ZIRAKPUR,04-30-22,L,1
PUNJAB/MOHALI/ZIRAKPUR,05-01-22,L,1
PUNJAB/MOHALI/ZIRAKPUR,05-02-22,L,1
PUNJAB,04-02-22,L,3
PUNJAB,04-03-22,XL,8
PUNJAB,04-04-22,L,13
PUNJAB,04-05-22,L,18
PUNJAB,04-06-22,L,23
PUNJAB,04-07-22,L,26
PUNJAB,04-08-22,L,32
PUNJAB,04-09-22,L,32
PUNJAB,04-10-22,L,30
PUNJAB,04-11-22,L,28
PUNJAB,04-12-22,M,30
PUNJAB,04-13-22,M,29
PUNJAB,04-14-22,M,25
PUNJAB,04-15-22,XXL,24
PUNJAB,04-16-22,L,27
PUNJAB,04-17-22,3XL,27
PUNJAB,04-18-22,3XL,31
PUNJAB,04-19-22,XL,36
PUNJAB,04-20-22,XL,35
PUNJAB,04-21-22,XL,38
PUNJAB,04-22-22,XL,39
PUNJAB,04-23-22,XL,42
PUNJAB,04-24-22,XL,38
PUNJAB,04-25-22,XL,41
PUNJAB,04-26-22,XXL,32
PUNJAB,04-27-22,XL,33
PUNJAB,04-28-22,XL,31
PUNJAB,04-29-22,XL,30
PUNJAB,04-30-22,XL,27
PUNJAB,05-01-22,XL,26
PUNJAB,05-02-22,L,30
PUNJAB,05-03-22,L,33
PUNJAB,05-04-22,L,36
PUNJAB,05-05-22,L,31
PUNJAB,05-06-22,XL,33
PUNJAB,05-07-22,L,32
PUNJAB,05-08-22,XL,31
PUNJAB,05-09-22,M,26
PUNJAB,05-10-22,3XL,31
PUNJAB,05-11-22,3XL,31
PUNJAB,05-12-22,3XL,29
PUNJAB,05-13-22,3XL,29
PUNJAB,05-14-22,3XL,28
PUNJAB,05-15-22,3XL,24
PUNJAB,05-16-22,3XL,31
PUNJAB,05-17-22,3XL,21
PUNJAB,05-18-22,3XL,18
PUNJAB,05-19-22,3XL,19
PUNJAB,05-20-22,L,23
PUNJAB,05-21-22,3XL,22
PUNJAB,05-22-22,L,24
PUNJAB,05-23-22,M,26
PUNJAB,05-24-22,M,26
PUNJAB,05-25-22,M,22
PUNJAB,05-26-22,XL,24
PUNJAB,05-27-22,M,24
PUNJAB,05-28-22,M,24
PUNJAB,05-29-22,XXL,25
PUNJAB,05-30-22,XXL,28
PUNJAB,05-31-22,XXL,34
PUNJAB,06-01-22,XXL,37
PUNJAB,06-02-22,XXL,34
PUNJAB,06-03-22,XXL,30
PUNJAB,06-04-22,XXL,23
PUNJAB,06-05-22,M,25
PUNJAB,06-06-22,XXL,24
PUNJAB,06-07-22,L,23
PUNJAB,06-08-22,L,26
PUNJAB,06-09-22,L,27
PUNJAB,06-10-22,L,28
PUNJAB,06-11-22,L,25
PUNJAB,06-12-22,L,24
PUNJAB,06-13-22,M,29
PUNJAB,06-14-22,M,31
PUNJAB,06-15-22,M,31
PUNJAB,06-16-22,M,31
PUNJAB,06-17-22,M,29
PUNJAB,06-18-22,M,23
PUNJAB,06-19-22,3XL,22
PUNJAB,06-20-22,3XL,20
PUNJAB,06-21-22,L,19
PUNJAB,06-22-22,XXL,18
PUNJAB,06-23-22,XXL,20
PUNJAB,06-24-22,M,21
PUNJAB,06-25-22,M,20
PUNJAB,06-26-22,XXL,21
PUNJAB,06-27-22,XXL,21
PUNJAB,06-28-22,M,22
PUNJAB,06-29-22,L,20
PUNJAB,06-30-22,L,17
PUNJAB,07-01-22,L,13
PUNJAB,07-02-22,XXL,10
PUNJAB,07-03-22,XXL,7
PUNJAB,07-04-22,XL,5
PUNJAB,07-05-22,S,4
PUNJAB,07-06-22,S,1
RAJASTHAN,04-01-22,L,2
RAJASTHAN,04-02-22,L,11
RAJASTHAN,04-03-22,L,16
RAJASTHAN,04-04-22,L,20
RAJASTHAN,04-05-22,L,24
RAJASTHAN,04-06-22,L,28
RAJASTHAN,04-07-22,L,32
RAJASTHAN,04-08-22,L,35
RAJASTHAN,04-09-22,L,28
RAJASTHAN,04-10-22,L,31
RAJASTHAN,04-11-22,L,33
RAJASTHAN,04-12-22,XL,38
RAJASTHAN,04-13-22,M,38
RAJASTHAN,04-14-22,M,43
RAJASTHAN,04-15-22,M,48
RAJASTHAN,04-16-22,M,55
RAJASTHAN,04-17-22,M,56
RAJASTHAN,04-18-22,M,45
RAJASTHAN,04-19-22,L,46
RAJASTHAN,04-20-22,L,49
RAJASTHAN,04-21-22,L,56
RAJASTHAN,04-22-22,L,51
RAJASTHAN,04-23-22,L,50
RAJASTHAN,04-24-22,L,45
RAJASTHAN,04-25-22,M,50
RAJASTHAN,04-26-22,M,49
RAJASTHAN,04-27-22,M,45
RAJASTHAN,04-28-22,M,47
RAJASTHAN,04-29-22,M,42
RAJASTHAN,04-30-22,M,42
RAJASTHAN,05-01-22,M,39
RAJASTHAN,05-02-22,XL,34
RAJASTHAN,05-03-22,XL,38
RAJASTHAN,05-04-22,XL,41
RAJASTHAN,05-05-22,M,38
RAJASTHAN,05-06-22,M,41
RAJASTHAN,05-07-22,M,41
RAJASTHAN,05-08-22,M,43
RAJASTHAN,05-09-22,S,44
RAJASTHAN,05-10-22,S,44
RAJASTHAN,05-11-22,L,38
RAJASTHAN,05-12-22,L,35
RAJASTHAN,05-13-22,M,33
RAJASTHAN,05-14-22,M,32
RAJASTHAN,05-15-22,M,29
RAJASTHAN,05-16-22,M,31
RAJASTHAN,05-17-22,M,32
RAJASTHAN,05-18-22,M,34
RAJASTHAN,05-19-22,M,33
RAJASTHAN,05-20-22,M,31
RAJASTHAN,05-21-22,M,32
RAJASTHAN,05-22-22,M,39
RAJASTHAN,05-23-22,M,39
RAJASTHAN,05-24-22,M,39
RAJASTHAN,05-25-22,M,34
RAJASTHAN,05-26-22,M,38
RAJASTHAN,05-27-22,M,36
RAJASTHAN,05-28-22,M,35
RAJASTHAN,05-29-22,XL,39
RAJASTHAN,05-30-22,XL,36
RAJASTHAN,05-31-22,XL,38
RAJASTHAN,06-01-22,XL,34
RAJASTHAN,06-02-22,XL,29
RAJASTHAN,06-03-22,XL,31
RAJASTHAN,06-04-22,XL,28
RAJASTHAN,06-05-22,L,30
RAJASTHAN,06-06-22,L,31
RAJASTHAN,06-07-22,L,36
RAJASTHAN,06-08-22,L,35
RAJASTHAN,06-09-22,L,38
RAJASTHAN,06-10-22,L,38
RAJASTHAN,06-11-22,M,42
RAJASTHAN,06-12-22,M,46
RAJASTHAN,06-13-22,M,48
RAJASTHAN,06-14-22,M,46
RAJASTHAN,06-15-22,M,43
RAJASTHAN,06-16-22,M,44
RAJASTHAN,06-17-22,M,41
RAJASTHAN,06-18-22,M,34
RAJASTHAN,06-19-22,L,32
RAJASTHAN,06-20-22,L,34
RAJASTHAN,06-21-22,L,35
RAJASTHAN,06-22-22,L,36
RAJASTHAN,06-23-22,L,41
RAJASTHAN,06-24-22,L,38
RAJASTHAN,06-25-22,L,38
RAJASTHAN,06-26-22,L,31
RAJASTHAN,06-27-22,L,28
RAJASTHAN,06-28-22,L,28
RAJASTHAN,06-29-22,S,24
RAJASTHAN,06-30-22,S,20
RAJASTHAN,07-01-22,S,19
RAJASTHAN,07-02-22,S,16
RAJASTHAN,07-03-22,S,12
RAJASTHAN,07-04-22,S,6
RAJASTHAN,07-05-22,S,3
RAJSHTHAN,04-30-22,S,1
RAJSHTHAN,05-01-22,S,1
RAJSHTHAN,05-02-22,S,1
RAJSHTHAN,05-03-22,S,1
RAJSHTHAN,05-04-22,S,1
RAJSHTHAN,05-05-22,S,1
RAJSHTHAN,05-06-22,S,1
RAJSTHAN,06-06-22,XL,1
RAJSTHAN,06-07-22,XL,1
RAJSTHAN,06-08-22,XL,1
RAJSTHAN,06-09-22,XL,1
RAJSTHAN,06-10-22,XL,1
RAJSTHAN,06-11-22,XL,1
RAJSTHAN,06-12-22,XL,1
RAJSTHAN,06-23-22,XL,1
RAJSTHAN,06-24-22,XL,1
RAJSTHAN,06-25-22,XL,1
RAJSTHAN,06-26-22,XL,1
RAJSTHAN,06-27-22,XL,1
RAJSTHAN,06-28-22,XL,1
RAJSTHAN,06-29-22,XL,1
RJ,04-16-22,XL,1
RJ,04-17-22,XL,1
RJ,04-18-22,XL,1
RJ,04-19-22,XL,1
RJ,04-20-22,XL,1
RJ,04-21-22,XL,1
RJ,04-22-22,XL,1
RJ,06-01-22,XL,1
RJ,06-02-22,XL,1
RJ,06-03-22,XL,1
RJ,06-04-22,XL,1
RJ,06-05-22,XL,1
RJ,06-06-22,XL,1
RJ,06-07-22,XL,1
SIKKIM,04-02-22,S,2
SIKKIM,04-03-22,S,2
SIKKIM,04-04-22,S,4
SIKKIM,04-05-22,S,5
SIKKIM,04-06-22,S,5
SIKKIM,04-07-22,S,6
SIKKIM,04-08-22,S,6
SIKKIM,04-09-22,S,4
SIKKIM,04-10-22,M,5
SIKKIM,04-11-22,M,6
SIKKIM,04-12-22,M,6
SIKKIM,04-13-22,3XL,2
SIKKIM,04-14-22,M,2
SIKKIM,04-15-22,L,3
SIKKIM,04-16-22,L,3
SIKKIM,04-17-22,L,3
SIKKIM,04-18-22,S,3
SIKKIM,04-19-22,S,3
SIKKIM,04-20-22,S,3
SIKKIM,04-21-22,3XL,4
SIKKIM,04-22-22,3XL,4
SIKKIM,04-23-22,3XL,4
SIKKIM,04-24-22,3XL,5
SIKKIM,04-25-22,3XL,6
SIKKIM,04-26-22,3XL,6
SIKKIM,04-27-22,3XL,6
SIKKIM,04-28-22,M,6
SIKKIM,04-29-22,M,6
SIKKIM,04-30-22,M,7
SIKKIM,05-01-22,M,6
SIKKIM,05-02-22,M,5
SIKKIM,05-03-22,M,5
SIKKIM,05-04-22,M,5
SIKKIM,05-05-22,M,6
SIKKIM,05-06-22,S,6
SIKKIM,05-07-22,S,6
SIKKIM,05-08-22,S,7
SIKKIM,05-09-22,S,7
SIKKIM,05-10-22,S,6
SIKKIM,05-11-22,S,6
SIKKIM,05-12-22,S,5
SIKKIM,05-13-22,S,4
SIKKIM,05-14-22,M,5
SIKKIM,05-15-22,M,5
SIKKIM,05-16-22,M,5
SIKKIM,05-17-22,M,6
SIKKIM,05-18-22,M,6
SIKKIM,05-19-22,M,6
SIKKIM,05-20-22,M,6
SIKKIM,05-21-22,M,4
SIKKIM,05-22-22,M,3
SIKKIM,05-23-22,M,3
SIKKIM,05-24-22,M,2
SIKKIM,05-25-22,3XL,1
SIKKIM,05-26-22,3XL,1
SIKKIM,05-27-22,3XL,1
SIKKIM,05-28-22,M,2
SIKKIM,05-29-22,M,2
SIKKIM,05-30-22,M,2
SIKKIM,05-31-22,3XL,2
SIKKIM,06-01-22,3XL,2
SIKKIM,06-02-22,3XL,2
SIKKIM,06-03-22,3XL,2
SIKKIM,06-04-22,L,5
SIKKIM,06-05-22,L,5
SIKKIM,06-06-22,L,5
SIKKIM,06-07-22,L,7
SIKKIM,06-08-22,L,7
SIKKIM,06-09-22,L,8
SIKKIM,06-10-22,L,7
SIKKIM,06-11-22,XL,6
SIKKIM,06-12-22,XL,7
SIKKIM,06-13-22,XL,7
SIKKIM,06-14-22,XL,7
SIKKIM,06-15-22,XL,7
SIKKIM,06-16-22,XL,5
SIKKIM,06-17-22,XL,3
SIKKIM,06-18-22,3XL,2
SIKKIM,06-19-22,3XL,2
